LG	locus	cm
13	45774_x1	115.381
13	72286_x1	115.988
13	65280_x1	116.249
13	62222_x1	116.663
13	5503_x1	117.713
13	24517_x1	117.713
13	10061_x1	122.855
13	72996_x1	122.855
13	7982_x1	122.855
13	56743_x1	122.968
13	17376_x1	123.49
13	60373_x1	124.184
13	15074_x1	125.031
13	70551_x1	126.183
13	53097_x1	127.859
13	33681_x1	128.503
13	56770_x2	129.58
13	49945_x1	129.58
13	68545_x1	129.58
13	59834_x1	131.336
13	74358_x1	131.336
13	41598_x1	131.336
13	282_x2	131.336
13	54540_x1	131.336
13	56653_x1	131.336
13	66309_x2	131.336
13	28007_x1	131.336
13	20044_x2	131.336
13	19964_x1	131.336
13	41629_x1	132.008
13	75300_x1	132.516
13	65531_x1	134.17
13	58606_x1	135.378
13	61689_x1	135.378
13	51030_x2	136.022
13	65253_x1	137.397
13	60894_x1	138.571
13	42571_x1	139.712
13	4597_x2	140.721
13	13180_x1	140.89
13	55602_x1	140.89
13	52274_x1	140.89
13	53199_x1	140.89
13	53244_x1	140.89
13	28284_x1	140.89
13	7066_x1	141.521
13	41934_x1	142.237
13	55522_x1	142.788
13	61912_x1	143.937
13	71120_x1	145.577
13	59020_x1	146.313
13	37562_x1	146.313
13	75981_x1	146.611
13	49607_x1	147.194
13	59408_x1	148.885
14	37948_x1	0
14	9473_x1	0.732
14	54538_x1	0.863
14	24668_x1	0.863
14	10203_x1	1.022
14	56208_x1	1.161
14	42538_x1	1.161
14	10740_x1	1.161
14	64299_x1	1.275
14	51619_x1	1.418
14	17849_x1	1.708
14	73025_x1	2.025
14	60869_x1	2.258
14	5553_x1	2.583
14	56529_x1	2.891
14	24167_x1	3.052
14	65871_x1	3.052
14	65036_x1	3.052
14	2515_x1	3.052
14	41411_x1	3.052
14	6509_x1	3.052
14	52506_x1	3.052
14	2263_x1	3.052
14	63603_x1	3.164
14	48158_x1	3.385
14	72155_x1	3.978
14	10715_x1	4.549
14	40003_x1	4.861
14	19840_x1	5.463
14	4415_x1	6.041
14	20401_x1	6.399
14	45671_x1	6.736
14	62779_x1	7.054
14	47454_x1	7.411
14	42311_x1	7.923
14	58947_x1	8.568
14	39883_x1	8.973
14	4329_x1	8.973
14	2882_x1	8.973
14	75739_x1	8.973
14	81010_x1	8.973
14	59725_x1	8.973
14	75181_x1	8.973
14	65640_x1	8.973
14	25351_x1	8.973
14	53839_x1	8.973
14	50017_x1	9.149
14	54934_x1	9.353
14	1704_x1	9.482
14	74216_x1	9.601
14	48065_x1	9.734
14	41131_x1	9.734
14	11701_x1	9.734
14	48197_x1	9.734
14	44896_x1	10.395
14	43724_x1	10.395
14	56444_x1	11.009
14	65255_x1	11.009
14	50652_x1	11.009
14	12712_x1	11.009
14	18659_x1	11.009
14	77155_x1	11.827
14	33667_x1	12.22
14	8457_x1	12.22
14	28678_x1	12.22
14	26223_x1	12.22
14	70920_x1	12.22
14	54189_x1	12.22
14	11781_x1	12.22
14	11608_x1	12.22
14	44202_x1	12.86
14	68047_x1	12.86
14	20204_x1	12.86
14	41393_x1	12.86
14	58600_x1	12.86
14	6153_x1	12.86
14	48822_x1	12.86
14	72938_x1	15.725
14	55574_x1	16.253
14	2001_x1	16.253
14	54519_x1	16.775
14	192_x1	16.887
14	68027_x1	16.989
14	18954_x1	16.989
14	43936_x1	16.989
14	47652_x1	16.989
14	9551_x1	17.573
14	52427_x1	17.573
14	45583_x1	17.573
14	46688_x1	17.573
14	9333_x1	17.573
14	54389_x1	17.573
14	9878_x1	17.573
14	26311_x1	17.573
14	4897_x1	22.845
14	29210_x1	23.531
14	17885_x1	23.711
14	77667_x1	23.868
14	56549_x1	24.018
14	56040_x1	24.018
14	7312_x1	24.018
14	53292_x1	24.018
14	6714_x1	24.018
14	51329_x1	24.018
14	2067_x1	33.431
14	66607_x1	34.133
14	73649_x1	35.242
14	8120_x1	36.05
14	1742_x1	36.758
14	58639_x1	37.414
14	22123_x1	39.511
14	43648_x1	40.047
14	11246_x1	40.283
14	59967_x1	46.037
14	21548_x1	46.348
14	59780_x1	46.816
14	68235_x1	47.294
14	65827_x1	47.87
14	62921_x1	48.436
14	76019_x1	48.786
14	47537_x1	49.187
14	40085_x1	57.224
14	5364_x1	57.604
14	63106_x1	57.88
14	59519_x1	58.175
14	57034_x1	58.485
14	3477_x1	58.799
14	56874_x1	59.132
14	20849_x1	59.54
14	10297_x1	59.921
14	66303_x1	60.211
14	18632_x1	60.505
14	18177_x1	60.818
14	75942_x1	69.509
14	3710_x1	69.509
14	63846_x1	69.509
14	64047_x1	69.509
14	59987_x1	69.509
14	12144_x1	70.656
14	34342_x1	70.656
14	19014_x1	70.793
14	68457_x1	70.991
14	83082_x1	71.152
14	7938_x1	71.295
14	13086_x1	71.426
14	4239_x1	71.559
14	60378_x1	71.692
14	1986_x1	71.836
14	51836_x1	71.99
14	8137_x1	72.172
14	77734_x1	73.127
14	11199_x1	74.284
14	43806_x1	74.583
14	29546_x1	74.893
14	26630_x1	75.262
14	10706_x1	75.763
14	23300_x1	76.52
14	74831_x1	77.514
14	52458_x1	77.861
14	81606_x1	78.217
14	55506_x1	78.582
14	63094_x1	78.582
14	5117_x1	78.582
14	22489_x1	78.817
14	16505_x1	79.019
14	72231_x1	79.321
14	55163_x1	79.66
14	63364_x1	80.002
14	53798_x1	80.541
14	7158_x1	83.256
14	50752_x1	83.708
14	51685_x1	84.423
14	52966_x1	86.66
14	61451_x1	88.051
14	60506_x1	100.742
14	60506_x2	101.152
14	73638_x1	101.351
14	76708_x1	102.312
14	58585_x1	102.609
14	13581_x1	102.886
14	68402_x1	103.173
14	54089_x1	103.477
14	11266_x1	103.812
14	Oke_HP-182_x1	109.189
14	5403_x1	109.189
14	58420_x1	109.724
14	19923_x1	110.011
14	44153_x1	110.142
14	31144_x1	114.04
14	49639_x1	114.384
14	43956_x1	114.764
14	7981_x1	115.131
14	6899_x1	115.468
14	50732_x1	115.752
14	9506_x1	115.977
14	52700_x1	119.145
14	55337_x1	119.475
14	1659_x1	119.841
14	50477_x1	120.213
14	12713_x1	120.58
14	1428_x1	120.911
14	51455_x1	122.903
14	36087_x1	122.903
14	64276_x1	122.903
14	14841_x1	123.112
14	59793_x1	123.382
14	59361_x1	123.672
14	46056_x1	123.987
14	44119_x1	124.323
14	54069_x1	124.744
14	20670_x1	125.155
14	1717_x1	125.63
14	78136_x1	126.837
14	28302_x1	126.837
14	43016_x1	126.837
14	67257_x1	128.545
14	51557_x1	128.545
14	54799_x1	128.545
14	3571_x1	128.545
14	60120_x1	128.545
14	16653_x1	128.545
14	44868_x1	128.545
14	68327_x1	129.714
14	49671_x1	129.714
14	66690_x1	129.714
14	11542_x1	130.527
14	41752_x1	131.542
14	62048_x1	132.014
14	841_x1	132.932
14	53906_x1	134.986
14	6688_x1	134.986
14	6235_x1	134.986
14	19837_x2	135.563
14	43312_x1	136.706
14	41315_x1	137.277
14	15252_x2	137.277
14	10548_x1	137.277
14	43609_x1	137.277
14	43055_x1	137.849
14	9465_x1	138.415
14	17230_x1	138.415
14	32901_x1	138.415
14	1543_x1	138.415
14	51615_x1	138.415
14	1361_x1	138.733
14	31648_x1	139.608
14	3619_x2	140.252
14	1576_x1	140.928
14	14602_x1	141.548
14	54797_x1	141.548
14	64402_x1	141.548
14	75941_x1	142.703
14	43302_x1	142.703
14	53802_x1	143.85
14	60216_x2	143.85
14	72239_x1	143.85
14	65748_x2	143.85
14	9232_x2	143.85
14	40269_x1	144.381
14	67945_x1	144.381
14	12961_x1	145.866
14	12571_x1	148.488
14	55169_x1	148.844
15	20141_x1	0
15	63769_x1	0.529
15	17872_x1	0.846
15	1860_x1	1.076
15	12339_x1	1.076
15	77953_x1	1.076
15	69622_x1	1.076
15	13900_x1	1.076
15	953_x1	1.076
15	77153_x1	1.076
15	75207_x1	1.076
15	37920_x1	1.076
15	77051_x1	1.076
15	19997_x1	1.076
15	6521_x1	1.076
15	41099_x1	1.183
15	63167_x1	1.183
15	110_x1	1.375
15	4754_x1	1.65
15	40112_x1	1.842
15	43012_x1	1.842
15	56991_x1	1.842
15	73851_x1	2.016
15	53835_x1	2.187
15	5909_x1	2.452
15	78989_x1	2.732
15	48005_x1	3.008
15	63329_x1	3.293
15	63423_x1	4.246
15	20880_x1	4.827
15	8872_x1	4.827
15	19844_x1	4.827
15	43382_x1	4.827
15	55499_x1	5.379
15	27570_x1	5.482
15	70243_x1	5.482
15	49330_x1	5.482
15	62330_x1	5.747
15	67021_x1	6.308
15	75786_x1	6.818
15	46124_x1	7.508
15	68424_x1	8.008
15	58677_x1	8.432
15	8853_x1	8.871
15	6241_x1	9.037
15	61334_x1	9.176
15	71034_x1	9.39
15	5229_x1	9.697
15	14244_x1	10.131
15	58759_x1	10.432
15	12585_x1	10.432
15	73815_x1	10.432
15	9788_x1	10.432
15	11159_x1	12.78
15	14156_x1	12.78
15	49513_x1	12.78
15	6492_x1	12.78
15	76544_x1	12.78
15	25223_x1	12.928
15	54878_x1	13.212
15	55414_x1	13.74
15	900_x1	14.345
15	42955_x1	14.725
15	17103_x1	15.119
15	13691_x1	15.503
15	45558_x1	15.656
15	6390_x1	15.787
15	20157_x1	15.973
15	24034_x1	18.169
15	79018_x1	18.169
15	74945_x1	18.407
15	40956_x1	19.04
15	4637_x1	20.213
15	7729_x1	20.516
15	79185_x1	20.908
15	49387_x1	21.316
15	35134_x1	21.696
15	2753_x1	21.997
15	340_x1	27.874
15	57413_x1	28.044
15	23145_x1	28.17
15	53772_x1	28.17
15	4522_x1	28.17
15	36287_x1	28.17
15	68870_x1	28.449
15	6539_x1	28.687
15	4134_x1	28.687
15	23048_x1	28.814
15	9758_x1	29.016
15	45722_x1	29.355
15	53994_x1	29.717
15	60345_x1	34.93
15	77059_x1	38.389
15	4615_x1	38.389
15	52021_x1	38.389
15	74544_x1	38.389
15	71437_x1	38.389
15	60159_x1	38.389
15	2287_x1	38.389
15	47884_x1	38.494
15	28649_x1	41.517
15	24043_x1	41.724
15	26820_x1	41.949
15	61801_x1	42.194
15	55310_x1	42.489
15	58978_x1	42.783
15	45943_x1	43.015
15	1161_x1	43.255
15	59075_x1	43.552
15	21680_x1	44.494
15	17451_x1	44.494
15	40157_x1	44.494
15	63122_x1	44.494
15	42476_x1	46.793
15	119_x1	46.793
15	63091_x1	46.793
15	2073_x1	59.792
15	60004_x1	61.329
15	60233_x1	61.329
15	11144_x1	61.512
15	56122_x1	61.834
15	42885_x1	62.268
15	45404_x1	62.785
16	63482_x1	0
16	67997_x1	1.178
16	7137_x1	2.206
16	71023_x1	3.185
16	34804_x1	4.147
16	57655_x1	5.097
16	43011_x1	6.061
16	16456_x1	11.724
16	5304_x1	16.412
16	44595_x1	17.454
16	48597_x1	22.979
16	7074_x1	23.233
16	88203_x1	23.835
16	47343_x1	23.835
16	64108_x1	23.835
16	80173_x1	23.835
16	63765_x1	23.835
16	40421_x1	23.835
16	5272_x1	23.835
16	21510_x1	29.467
16	61806_x1	29.905
16	9835_x1	30.346
16	3150_x1	30.704
16	1335_x1	34.193
16	65688_x1	34.333
16	40122_x1	34.333
16	43752_x1	34.333
16	47876_x1	37.261
16	74740_x1	37.757
16	34387_x1	38.349
16	18981_x1	43.767
16	5067_x1	43.767
16	5500_x1	43.767
16	1157_x1	43.767
16	12998_x1	43.767
16	9898_x1	43.767
16	678_x1	43.767
16	10139_x1	43.767
16	19133_x1	43.767
16	66976_x1	43.767
16	60128_x1	43.767
16	57206_x1	44.348
16	76821_x2	44.348
16	28269_x1	53.014
16	13074_x1	53.119
16	219_x1	53.119
16	4423_x1	53.119
16	55640_x1	53.119
16	50862_x1	54.58
16	22740_x1	54.866
16	10068_x1	55.225
16	10271_x1	56.009
16	67751_x1	56.586
16	65605_x1	59.611
16	54224_x1	60.569
16	54356_x1	61.01
16	7014_x1	61.278
16	41654_x1	61.454
16	545_x1	62.029
16	8966_x1	63.187
16	44622_x1	63.187
16	9854_x1	63.187
16	70986_x1	63.703
16	57744_x1	64.279
16	72750_x1	64.279
16	7034_x1	65.413
16	61127_x1	66.542
16	9624_x1	66.542
16	61835_x1	66.542
16	11704_x1	66.542
16	61400_x1	66.542
16	58890_x1	66.542
16	7712_x1	67.731
16	9509_x1	67.731
16	63964_x1	68.372
16	5983_x1	68.513
16	34869_x1	69.031
16	65898_x1	72.108
16	7090_x1	73.825
16	46119_x1	74.351
16	56472_x1	74.351
16	4_x1	74.351
16	42967_x2	74.351
16	4339_x1	74.351
16	67223_x1	74.351
16	46253_x1	74.351
16	19908_x1	74.351
16	1364_x1	74.464
16	26683_x2	74.63
16	51493_x1	75.377
17	69458_x1	0
17	19728_x1	0.228
17	33165_x1	0.449
17	6359_x1	0.672
17	21092_x1	1.125
17	47727_x1	8.033
17	4955_x1	8.033
17	52242_x1	8.188
17	10681_x1	8.351
17	39773_x1	8.514
17	61413_x1	8.686
17	55510_x1	8.877
17	42268_x1	9.088
17	55227_x1	12.289
17	45871_x1	12.776
17	13012_x1	13.24
17	17756_x1	13.538
17	76876_x1	13.794
17	60388_x1	14.023
17	19926_x1	14.228
17	11242_x1	24.095
17	10268_x1	24.836
17	57936_x1	25.645
17	17919_x1	26.457
17	62875_x1	34.535
17	75748_x1	34.535
17	58405_x1	34.535
17	21343_x1	34.735
17	467_x1	35.06
17	61013_x1	35.377
17	64277_x1	35.626
17	52513_x1	35.856
17	57126_x1	36.097
17	8836_x1	36.357
17	16014_x1	36.596
17	51512_x1	36.799
17	47415_x1	36.99
17	48880_x1	38.232
17	1337_x1	38.232
17	77253_x1	38.818
17	62055_x1	39.029
17	13358_x1	39.866
17	48954_x1	39.866
17	61012_x1	39.866
17	19866_x1	39.866
17	7481_x1	40.298
17	44755_x1	40.507
17	70689_x1	40.507
17	52527_x1	40.507
17	11040_x1	40.82
17	58169_x1	41.116
17	54691_x1	41.4
17	3459_x1	41.4
17	17276_x1	41.559
17	13257_x1	41.743
17	52199_x1	41.999
17	6305_x1	42.332
17	Oke_U1008-83_x1	42.768
17	10547_x1	42.768
17	20825_x1	47.954
17	42446_x1	48.534
17	61628_x1	49.157
17	74966_x1	49.157
17	65541_x1	49.157
17	2239_x1	49.157
17	16618_x1	49.157
17	74690_x1	49.157
17	11447_x1	49.157
17	8313_x1	49.157
17	2566_x1	53.742
17	47841_x1	54.351
17	43576_x1	54.764
17	20338_x1	55.084
17	48938_x1	55.395
17	63531_x1	55.783
17	63057_x1	56.187
17	55605_x1	56.524
17	21330_x1	56.693
17	66935_x1	56.693
17	41611_x1	56.693
17	8924_x1	56.693
17	30953_x1	56.693
17	57912_x1	56.693
17	63483_x1	56.802
17	19794_x1	56.921
17	15298_x1	57.08
17	42016_x1	58.616
17	65766_x1	59.033
17	64610_x1	59.277
17	57659_x1	59.277
17	7420_x1	59.277
17	15761_x1	59.277
17	44717_x1	59.277
17	65499_x1	59.277
17	32373_x1	59.277
17	9799_x1	59.277
17	54437_x1	59.515
17	50572_x1	59.652
17	41929_x1	59.834
17	73407_x1	60.164
17	37429_x1	60.587
17	11892_x1	61.065
17	39989_x1	61.513
17	11009_x1	61.79
17	77662_x1	62.036
17	78280_x1	62.393
17	48006_x1	62.774
17	17895_x1	63.033
17	56507_x1	63.516
17	21868_x1	64.324
17	61007_x1	67.011
17	49014_x1	67.698
17	41259_x1	67.698
17	239_x1	68.771
17	54277_x1	69.01
17	960_x1	69.187
17	22333_x1	69.343
17	9235_x1	69.491
17	45127_x1	69.491
17	17564_x1	69.491
17	58407_x1	69.491
17	75458_x1	69.491
17	77971_x1	69.615
17	76239_x1	69.615
17	10577_x1	69.615
17	72962_x1	69.615
17	12566_x1	69.615
17	62869_x1	69.615
17	606_x1	69.615
17	59790_x1	69.615
17	7960_x1	69.615
17	62544_x1	69.615
17	78602_x1	69.724
17	3634_x1	69.724
17	42803_x1	69.874
17	31480_x1	70.107
17	8863_x1	70.342
17	67045_x1	70.916
17	5584_x1	71.451
17	59181_x1	71.451
17	906_x1	71.451
17	46207_x1	71.451
17	39957_x1	71.451
17	56930_x1	71.451
17	56766_x1	71.451
17	34021_x1	71.558
17	48708_x1	71.558
17	60892_x1	71.558
17	63022_x1	71.558
17	21355_x1	71.558
17	8708_x1	71.558
17	67979_x1	71.712
17	45975_x1	71.871
17	20262_x1	71.871
17	27292_x1	71.871
17	65398_x1	72.156
17	67803_x1	72.539
17	3492_x1	72.858
17	21360_x1	73.45
17	12866_x1	75.208
18	7106_x1	0
18	50975_x1	0.825
18	71247_x1	1.375
18	43308_x1	1.375
18	2330_x1	1.375
18	12027_x1	4.284
18	66916_x1	4.415
18	6259_x1	4.532
18	10206_x1	4.853
18	6081_x1	7.92
18	64532_x1	8.278
18	77150_x1	8.608
18	77795_x1	8.908
18	4226_x1	9.148
18	53154_x1	9.38
18	488_x1	15.109
18	54770_x1	15.332
18	3143_x1	15.528
18	12322_x1	16.203
18	63446_x1	16.203
18	66794_x1	16.203
18	12949_x1	22.539
18	36153_x1	22.539
18	6913_x1	23.096
18	51618_x1	23.226
18	51678_x1	23.226
18	60627_x1	23.83
18	15283_x1	23.83
18	54242_x1	23.83
18	12227_x1	23.956
18	4345_x1	24.206
18	67703_x1	24.855
18	21485_x1	31.401
18	72703_x1	31.73
18	930_x1	32.053
18	4094_x1	32.382
18	16314_x1	32.766
18	65546_x1	37.87
18	19771_x1	38.11
18	45313_x1	38.456
18	11311_x1	42.64
18	69722_x1	43.061
18	40718_x1	43.553
18	59348_x1	44.043
18	62165_x1	44.47
18	4652_x1	46.905
18	470_x1	47.22
18	40484_x1	47.592
18	55466_x1	49.69
18	23011_x1	50.031
18	53463_x1	50.916
18	2539_x1	51.281
18	23053_x1	51.63
18	14969_x1	52.448
18	15151_x1	53.599
18	48955_x1	54.22
18	7547_x1	54.77
18	56998_x1	55.09
18	48333_x1	55.359
18	62066_x1	55.609
18	17411_x1	55.805
18	73279_x1	55.805
18	16683_x1	55.805
18	9826_x1	55.805
18	59206_x1	57.519
18	6523_x1	57.519
18	715_x1	57.519
18	9259_x1	57.519
18	56454_x1	57.519
18	65735_x1	57.519
18	77026_x1	57.519
18	84200_x1	57.519
18	55862_x1	57.519
18	51891_x1	57.519
18	6872_x1	58.661
18	3262_x1	59.805
18	54549_x1	59.805
18	42084_x1	59.805
18	10622_x1	59.805
18	78969_x1	59.805
18	71622_x1	60.323
18	43702_x1	61.55
18	51302_x1	61.773
18	76824_x1	62.082
18	72673_x1	62.38
18	57650_x1	62.783
18	37758_x1	63.187
18	25908_x1	63.187
18	7839_x1	63.187
18	14776_x1	63.187
18	20517_x1	63.316
18	63117_x1	63.316
18	62030_x1	63.316
18	Oke_U2037-76_x1	63.316
18	63392_x1	63.316
18	43213_x1	63.316
18	76142_x1	63.316
18	7068_x1	63.316
18	9048_x1	63.316
18	68396_x1	63.316
18	2642_x1	63.478
18	27481_x1	63.735
18	4875_x1	63.944
18	33473_x1	64.203
18	41175_x1	64.391
18	39807_x1	64.391
18	4037_x1	64.502
18	57238_x1	64.725
18	48522_x1	64.949
18	63614_x1	65.155
18	69067_x1	65.357
18	2105_x1	65.508
18	61590_x1	65.712
18	51491_x1	66.1
18	50544_x1	66.503
18	12530_x1	66.786
18	67352_x1	67.035
18	67494_x1	67.261
18	16042_x1	67.554
18	6796_x1	68.078
19	55959_x1	0
19	74301_x1	0.453
19	18837_x1	0.721
19	16306_x1	0.859
19	10500_x1	0.859
19	63605_x1	0.859
19	51833_x1	0.859
19	57542_x1	0.859
19	19157_x1	0.859
19	76890_x1	0.859
19	733_x1	0.974
19	965_x1	1.116
19	61877_x1	1.271
19	14535_x1	1.413
19	14889_x1	1.545
19	52545_x1	1.679
19	61190_x1	7.914
19	42821_x1	8.242
19	43077_x1	8.549
19	46321_x1	9.735
19	71325_x1	9.909
19	1713_x1	9.909
19	68793_x1	11.933
19	42235_x1	12.414
19	58325_x1	15.286
19	53700_x1	15.891
19	64942_x1	16.575
19	72695_x1	17.3
19	7398_x1	18.015
19	39333_x1	18.71
19	55011_x1	19.396
19	63563_x1	20.024
19	26116_x1	20.664
19	29596_x1	20.795
19	3334_x1	20.989
19	54330_x1	30.174
19	1828_x1	31.46
19	48890_x1	32.316
19	5082_x1	32.905
19	78023_x1	33.455
19	23673_x1	34.03
19	53204_x1	34.619
19	67476_x1	35.203
19	55829_x1	35.538
19	54073_x1	35.718
19	69788_x1	35.863
19	52725_x1	36.009
19	4821_x1	36.178
19	3301_x1	36.283
19	4252_x1	36.423
19	64824_x1	38.819
19	55825_x1	38.819
19	10140_x1	38.819
19	18449_x1	38.819
19	46391_x1	38.819
19	1281_x1	38.819
19	19517_x1	38.819
19	14373_x1	38.819
19	23609_x1	39.963
19	64879_x1	39.963
19	50317_x1	39.963
19	48861_x1	39.963
19	75172_x1	39.963
19	74994_x1	39.963
19	61719_x1	39.963
19	26020_x1	46.763
19	68497_x1	48.73
19	3122_x1	49.457
19	25325_x1	51.626
19	54339_x1	52.043
19	71941_x1	52.488
19	62726_x1	54.633
19	88452_x1	55.778
19	81943_x1	57.186
19	48146_x1	60.12
19	26537_x1	65.623
19	37165_x1	66.665
19	56305_x1	66.987
19	15141_x1	67.264
19	24049_x1	67.605
19	62263_x1	67.859
19	30940_x1	68.089
19	56354_x1	68.374
19	11280_x1	68.608
19	4780_x1	68.608
19	6392_x1	69.752
19	17348_x1	69.752
19	52890_x1	69.942
19	53414_x1	70.107
19	2088_x1	70.107
19	40338_x1	70.107
19	15365_x1	70.107
19	42592_x1	70.107
19	58946_x1	70.107
19	59427_x1	70.107
19	43456_x1	70.221
19	36822_x1	70.374
19	56912_x1	71.47
19	13048_x1	71.47
19	2866_x1	71.59
19	54292_x1	89.465
19	7092_x1	89.465
19	37505_x1	89.828
19	46389_x1	90.275
19	23927_x1	90.669
19	53661_x1	90.798
19	3597_x1	90.964
19	1537_x1	94.924
19	78019_x1	95.162
19	57485_x1	95.501
19	78416_x1	98.924
19	37434_x1	99.396
19	58257_x1	100.009
19	36969_x1	100.676
19	40322_x1	101.199
19	28249_x1	101.66
19	48973_x1	102.253
19	40292_x1	102.907
19	5374_x1	103.563
19	42913_x1	104.779
19	41946_x1	106.452
19	64612_x1	106.452
19	1316_x1	107.746
19	12695_x1	107.991
19	58285_x1	108.243
19	77434_x1	108.556
19	3000_x1	114.267
19	73184_x1	114.547
19	51444_x1	114.867
19	56074_x1	115.148
19	56161_x1	115.455
19	69327_x1	117.657
19	57958_x1	119.026
19	65941_x1	120.398
19	28853_x1	120.841
19	54125_x1	121.211
19	68355_x1	121.669
19	7770_x1	122.051
19	12672_x1	122.262
19	63209_x1	122.366
19	16817_x1	122.366
19	6535_x1	122.366
19	47550_x1	122.366
19	24584_x1	122.366
19	74429_x1	122.604
19	61693_x1	123.081
19	17605_x1	128.709
19	25617_x1	129.241
19	66989_x1	129.729
19	60377_x1	130.188
19	46318_x1	130.726
19	77725_x1	131.316
19	56747_x1	131.838
19	46892_x1	135.877
19	24063_x1	135.877
19	59819_x1	135.877
19	58389_x1	136.997
19	43341_x1	137.158
19	24164_x1	137.268
19	64268_x1	137.268
19	10695_x1	137.268
19	54188_x1	137.268
19	58107_x1	137.268
19	71805_x1	139.367
19	15583_x1	139.82
19	53212_x1	140.439
19	12565_x1	141.075
19	4144_x2	141.51
19	13066_x1	141.715
19	56953_x1	141.875
19	6566_x1	142.316
19	16037_x1	142.65
19	9462_x1	142.65
19	59006_x1	143.122
19	54279_x1	144.747
19	27761_x1	144.747
19	995_x1	145.852
19	73583_x1	145.997
19	70532_x1	146.121
19	6628_x1	146.121
19	41415_x1	146.121
19	59927_x1	146.121
19	11385_x1	146.121
19	5450_x1	146.279
19	62413_x1	146.452
19	17313_x1	146.603
19	45205_x1	146.714
19	68035_x1	147.026
19	81099_x1	147.488
19	49246_x1	147.881
19	73632_x1	148.199
19	113_x1	148.448
19	8295_x1	148.617
19	69269_x1	148.617
19	75547_x1	148.772
19	45588_x1	148.919
19	57146_x1	148.919
19	60794_x1	148.919
19	40902_x1	148.919
19	8157_x1	148.919
19	7817_x1	149.07
19	11795_x1	149.271
19	12302_x1	149.456
19	24540_x1	149.984
20	19932_x1	0
20	78_x1	0.523
20	65021_x1	3.814
20	64202_x1	4.073
20	5931_x1	4.299
20	54268_x1	4.536
20	62315_x1	4.774
20	47493_x1	4.978
20	64554_x1	5.568
20	10323_x1	10.755
20	71109_x1	15.584
20	53557_x1	16.143
20	70614_x1	16.914
20	73777_x1	21.807
20	55429_x1	21.807
20	72073_x1	21.807
20	63644_x1	21.807
20	66187_x1	21.978
20	56317_x1	22.174
20	53702_x1	22.313
20	13227_x1	22.313
20	54766_x1	22.313
20	15966_x1	22.313
20	58543_x1	22.313
20	4714_x1	22.313
20	3360_x1	22.474
20	5779_x1	22.631
20	58189_x1	22.631
20	52248_x1	29.555
20	56160_x1	29.555
20	71731_x1	29.555
20	36121_x1	29.555
20	40986_x1	29.555
20	57204_x1	30.165
20	8158_x1	30.165
20	64856_x1	30.165
20	77600_x1	30.165
20	1483_x1	33.075
20	7015_x1	33.075
20	61888_x1	33.075
20	58981_x1	33.075
20	62238_x1	33.075
20	4878_x1	34.794
20	6345_x1	36.146
20	48728_x1	38.816
20	48784_x1	39.003
20	65722_x1	39.134
20	47362_x1	39.26
20	57123_x1	39.26
20	13941_x1	39.26
20	65363_x1	39.26
20	43284_x1	39.26
20	66744_x1	39.26
20	65258_x1	39.26
20	75798_x1	39.396
20	51341_x1	41.735
20	1453_x1	41.735
20	20355_x1	42.353
20	4854_x1	42.353
20	53597_x1	46.37
20	40291_x1	46.37
20	47248_x1	46.37
20	32057_x1	46.37
20	33934_x1	46.37
20	42815_x1	46.37
20	45522_x1	46.37
20	45629_x1	46.37
20	46628_x1	46.37
20	79056_x1	47.505
20	72662_x1	48.891
20	41160_x1	49.318
20	60927_x1	51.113
20	6133_x1	51.691
20	13896_x1	53.39
20	57331_x1	54.416
20	9640_x1	55.297
20	61022_x1	55.556
20	18128_x1	59.585
20	69502_x1	59.585
20	65027_x1	61.227
20	42182_x1	61.365
20	2911_x1	61.523
20	58357_x1	61.67
20	56433_x1	61.982
20	58561_x1	62.723
20	76994_x1	62.914
20	32362_x1	62.914
20	84485_x1	62.914
20	4785_x1	62.914
20	6764_x1	62.914
20	62975_x1	62.914
20	14209_x1	62.914
20	8142_x1	62.914
20	54362_x1	62.914
20	6917_x1	62.914
20	75453_x1	63.067
20	10803_x1	63.337
20	63140_x1	63.704
20	57754_x1	64.292
20	6175_x1	64.575
20	57313_x1	64.828
20	10608_x1	65.027
20	35138_x1	65.027
20	45152_x1	65.027
20	28666_x1	65.027
20	46879_x1	65.027
20	63144_x1	65.027
20	11852_x1	65.027
20	76883_x1	65.027
20	59040_x1	65.027
20	64294_x1	65.027
20	8381_x1	65.027
20	78639_x1	65.027
20	49595_x1	65.027
20	5426_x1	65.027
20	37019_x1	65.027
20	58446_x1	65.027
20	50253_x1	65.167
20	18825_x1	65.318
20	60313_x1	65.457
20	78370_x1	65.606
20	8989_x1	65.766
20	77230_x1	65.966
21	22181_x1	0
21	60171_x1	0.904
21	23248_x1	1.651
21	21086_x1	6.525
21	53062_x1	7.29
21	55416_x1	8.072
21	30365_x1	8.712
21	37702_x1	9.259
21	52731_x1	9.84
21	18960_x1	10.546
21	27811_x1	17.557
21	61841_x1	18.115
21	76475_x1	18.271
21	53200_x1	19.233
21	63084_x1	19.729
21	4449_x1	20.226
21	21995_x1	20.493
21	57876_x1	22.157
21	72310_x1	23.849
21	55826_x1	25.962
21	45970_x1	26.527
21	48881_x1	26.796
21	47305_x1	27.057
21	42867_x1	27.315
21	5717_x1	27.492
21	46706_x1	27.667
21	13860_x1	27.833
21	83540_x1	27.948
21	11100_x1	27.948
