LG	locus	cm
35	7872_x1	32.958
35	63924_x1	33.265
35	77020_x1	34.389
35	75767_x1	36.927
35	51004_x1	37.398
35	46762_x1	39.535
35	50735_x1	39.799
35	58650_x1	40.131
35	4833_x1	49.589
35	59644_x1	49.774
35	10314_x1	50.14
35	22094_x1	50.573
35	60261_x1	51.029
35	87629_x1	51.546
35	7020_x1	57.15
35	27948_x1	57.444
35	52887_x1	57.772
35	68789_x1	60.572
35	56086_x1	61.959
35	11777_x1	63.656
35	57571_x1	63.769
35	52631_x1	63.87
35	44113_x1	63.997
35	59245_x1	64.167
35	66926_x1	64.389
35	54973_x1	69.266
35	62988_x1	69.592
35	62659_x1	69.881
35	73782_x1	70.131
35	11755_x1	70.382
35	15928_x1	70.613
35	51052_x1	70.804
35	11068_x1	70.979
35	1906_x1	71.136
35	41075_x1	71.27
35	56730_x1	71.27
35	72358_x1	71.27
35	46559_x1	72.474
35	42041_x1	72.647
35	57945_x1	72.937
35	3572_x1	76.325
35	21239_x1	76.325
35	4091_x1	76.325
35	54235_x1	76.325
35	1640_x1	83.8
35	43939_x1	83.8
35	8439_x1	91.034
35	22615_x1	91.408
35	61749_x1	94.112
35	49264_x1	95.688
35	3638_x1	99.158
35	14573_x1	99.991
35	19649_x1	101.605
35	42772_x1	102.244
35	57456_x1	102.897
35	35395_x1	103.498
35	284_x1	103.741
35	10359_x1	103.992
35	37817_x1	108.407
35	5201_x1	108.566
35	32252_x1	108.724
35	62357_x1	116.308
35	40498_x1	116.308
35	6983_x1	116.445
35	1814_x1	116.861
35	60475_x1	117.601
35	51178_x1	118.683
35	56779_x1	119.253
35	1249_x1	119.936
35	17681_x1	120.244
35	42654_x1	122.07
35	40737_x1	122.266
35	2273_x1	122.492
35	9404_x1	122.776
35	15077_x1	124.974
35	24246_x1	126.695
35	60406_x1	127.301
35	32314_x1	128.005
35	43969_x1	128.005
35	47786_x1	128.005
35	60774_x1	128.005
35	13908_x1	128.005
35	53889_x1	128.118
35	78206_x1	128.118
35	71276_x1	128.118
35	50527_x1	128.118
35	27464_x1	128.118
35	62009_x1	128.118
35	77170_x1	128.118
35	58251_x1	128.118
35	2631_x1	128.118
35	70105_x1	128.118
35	75623_x1	128.118
35	48929_x1	128.118
35	10573_x1	128.118
35	65767_x1	128.118
35	54676_x1	128.301
36	65233_x1	0
36	65358_x1	0.848
36	20967_x1	1.667
36	43100_x1	2.443
36	69656_x1	3.205
36	60987_x1	3.988
36	45187_x1	4.793
36	43952_x1	5.619
36	64064_x1	11.418
36	12215_x1	11.993
36	1358_x1	11.993
36	40856_x1	11.993
36	32666_x1	17.445
36	6804_x1	17.887
36	6028_x1	18.352
36	63920_x1	18.925
36	53449_x1	19.997
36	55711_x1	20.393
36	21053_x1	24.313
36	62860_x1	24.79
36	8166_x1	25.252
36	54557_x1	25.724
36	44842_x1	31.658
36	61716_x1	31.819
36	35074_x1	32.06
36	2071_x1	32.273
36	9565_x1	32.391
36	73621_x1	33.638
36	48642_x1	34.858
36	42326_x1	35.092
36	15216_x1	35.424
36	24678_x1	35.697
36	67954_x1	36.162
36	65230_x1	36.339
36	60220_x1	42.687
36	75878_x1	47.667
36	65615_x1	47.94
36	8466_x1	48.211
36	37068_x1	48.578
36	15319_x1	49.234
36	62226_x1	50.904
36	78842_x1	50.904
36	73365_x1	50.904
36	72327_x1	50.904
36	23340_x1	51.074
36	41301_x1	51.344
36	38958_x1	51.71
36	54959_x1	52.123
36	13430_x1	57.718
36	67612_x1	57.905
36	55085_x1	58.07
36	11637_x1	58.292
36	40924_x1	58.537
36	3587_x1	58.793
36	40225_x1	59.056
36	34923_x1	59.346
36	55355_x1	59.656
36	59612_x1	59.992
36	71845_x1	61.552
36	Oke_FANK1-96_x1	61.552
36	8310_x1	61.552
36	19706_x1	61.552
36	59884_x1	61.552
36	4801_x1	61.552
36	43762_x1	61.552
36	8513_x1	61.552
36	77504_x1	61.718
36	41119_x1	61.933
36	62824_x1	62.195
36	9777_x1	62.422
36	61082_x1	63.618
36	33489_x1	63.618
36	43843_x1	64.768
36	22196_x1	65.833
36	50691_x1	65.833
36	58465_x1	65.833
36	6592_x1	65.833
36	85372_x1	65.833
36	51176_x1	65.833
36	77655_x1	65.833
36	76371_x1	65.833
36	74446_x1	65.833
36	67856_x1	65.833
36	57225_x2	65.833
36	48296_x2	65.833
36	59559_x1	65.833
36	10586_x1	65.833
36	56997_x1	65.833
36	8361_x1	65.833
36	14914_x1	65.833
36	50200_x1	65.833
36	64109_x1	65.833
36	62172_x1	65.833
36	63707_x1	65.833
36	45746_x1	66.439
36	2424_x1	67.091
36	41047_x1	67.091
36	27538_x1	67.091
36	6584_x1	67.091
36	61395_x2	67.602
36	42174_x1	68.193
36	54402_x2	68.346
36	40072_x1	68.458
36	14265_x1	68.589
36	58679_x1	68.763
36	74441_x1	69.335
36	58679_x2	70.339
36	3538_x1	71.472
36	47738_x2	72.65
37	70651_x1	0
37	59493_x1	0.318
37	54375_x1	0.629
37	40779_x1	0.937
37	65403_x1	8.7
37	75849_x1	8.7
37	5026_x1	8.7
37	65674_x1	8.7
37	69028_x1	8.7
37	72742_x1	10.977
37	78057_x1	11.45
37	43652_x1	11.802
37	11248_x1	12.38
37	68764_x1	14.7
37	61800_x1	14.87
37	25701_x1	14.87
37	44377_x1	14.87
37	439_x1	14.87
37	188_x1	14.973
37	63399_x1	24.218
37	42640_x1	24.361
37	53721_x1	24.664
37	41557_x1	25.168
37	1072_x1	25.693
37	674_x1	28.807
37	29760_x1	29.254
37	26374_x1	29.496
37	69726_x1	29.705
37	1835_x1	29.872
37	76307_x1	29.992
37	77797_x1	29.992
37	48805_x1	29.992
37	5923_x1	29.992
37	21661_x1	29.992
37	43154_x1	38.045
37	16132_x1	38.045
37	61053_x1	38.045
37	64969_x1	38.045
37	77285_x1	38.045
37	13162_x1	38.045
37	32007_x1	39.252
37	31390_x1	41.098
37	73039_x1	41.363
37	67272_x1	41.589
37	56023_x1	41.806
37	20857_x1	41.998
37	23555_x1	42.192
37	50252_x1	43.286
37	5064_x1	44.282
37	39284_x1	44.823
37	44212_x1	45.052
37	72297_x1	48.589
37	2649_x1	48.763
37	66363_x1	50.648
37	47965_x1	51.085
37	6288_x1	51.342
37	77841_x1	51.714
37	72396_x1	52.118
37	4013_x1	52.44
37	16226_x1	53.142
37	51600_x1	58.29
37	41355_x1	58.452
37	4670_x1	58.617
37	67944_x1	58.789
37	12235_x1	59.06
37	68226_x1	59.316
37	9604_x1	59.417
37	70421_x1	59.417
37	56158_x1	59.417
37	45638_x1	59.615
37	2761_x1	59.933
37	53096_x1	60.779
37	65943_x1	62.458
37	52001_x1	63.698
37	3522_x1	64.54
37	41896_x1	65.606
37	7021_x1	67.155
37	35991_x1	69.103
37	58583_x1	69.605
37	10381_x1	69.605
37	43958_x2	69.909
37	48742_x1	70.815
37	63000_x1	71.825
37	56969_x1	73.16
37	20536_x1	74.304
37	53082_x1	74.304
37	56853_x2	74.304
37	65832_x1	74.304
37	64272_x1	74.93
37	1859_x1	76.833
37	14930_x1	79.254
37	26097_x1	80.403
37	26801_x1	81.552
37	38594_x1	82.696
37	6798_x1	83.267
37	56629_x1	84.284
37	43228_x1	84.449
37	404_x1	84.449
37	43515_x1	84.449
37	55155_x1	84.449
37	53645_x1	84.449
37	66455_x1	84.449
37	56713_x2	84.449
37	10892_x1	85.612
37	50039_x1	86.942
37	54786_x1	87.459
37	40302_x1	87.459
37	8016_x1	87.459
37	59407_x1	87.459
37	4925_x1	87.459
37	16812_x1	87.459
37	58067_x2	88.606
37	43104_x1	89.738
37	54315_x1	89.738
37	41546_x1	89.738
37	69372_x1	89.738
37	42073_x2	89.738
37	61810_x1	89.885
37	14799_x2	90.402
37	6631_x1	92.201
37	26090_x1	94.442
37	31879_x1	95.499
37	6532_x2	96.898
37	63247_x1	97.717
37	31254_x1	98.468
37	79231_x1	99.914
37	8105_x1	101.464
37	73242_x1	103.784
37	9226_x1	104.949
37	56543_x1	105.522
37	55615_x1	106.68
37	46003_x1	108.095
37	73401_x1	108.959
37	42871_x1	111.677
